0.000000000000000000e+00 1.000000000000000000e+01
1.250000000000000069e-02 9.997218381951899602e+00
2.500000000000000486e-02 9.988942020475604977e+00
3.437500000000000971e-02 9.979246452722007277e+00
4.687500000000001388e-02 9.961923315724003913e+00
5.937500000000001804e-02 9.939974516965943252e+00
6.875000000000000555e-02 9.920798520857685432e+00
8.124999999999998890e-02 9.892116361677837588e+00
9.374999999999995837e-02 9.860527419622547640e+00
1.031249999999999389e-01 9.835393887442123173e+00
1.156249999999999223e-01 9.800622010300639175e+00
1.281249999999999334e-01 9.765196244866965358e+00
1.374999999999999556e-01 9.738722549607693679e+00
1.499999999999999944e-01 9.704249023053295176e+00
1.593750000000000167e-01 9.679477038774432884e+00
1.718750000000000555e-01 9.648544351905501415e+00
1.843750000000000666e-01 9.620702433410878385e+00
1.937500000000000888e-01 9.602265068836924655e+00
2.062500000000001277e-01 9.581426260397744699e+00
2.187500000000001665e-01 9.565330890497969918e+00
2.281250000000001887e-01 9.556615341214511616e+00
2.406250000000002276e-01 9.549698784814063757e+00
2.500000000000002220e-01 9.548132716049382296e+00
2.625000000000001221e-01 9.548132716049382296e+00
2.750000000000000777e-01 9.548132716049382296e+00
2.843749999999999889e-01 9.548132716049382296e+00
2.968749999999999445e-01 9.548132716049382296e+00
3.093749999999998446e-01 9.548132716049382296e+00
3.187499999999998113e-01 9.548132716049382296e+00
3.312499999999997113e-01 9.548132716049382296e+00
3.437499999999996669e-01 9.548132716049382296e+00
3.531249999999995781e-01 9.548132716049382296e+00
3.656249999999995337e-01 9.548132716049382296e+00
3.781249999999994338e-01 9.548132716049382296e+00
3.874999999999994005e-01 9.548132716049382296e+00
3.999999999999993006e-01 9.548132716049382296e+00
4.093749999999992673e-01 9.548132716049382296e+00
4.218749999999991673e-01 9.548132716049382296e+00
4.343749999999991229e-01 9.548132716049382296e+00
4.437499999999990341e-01 9.548132716049382296e+00
4.562499999999989897e-01 9.548132716049382296e+00
4.687499999999988898e-01 9.548132716049382296e+00
4.781249999999988565e-01 9.548132716049382296e+00
4.906249999999987566e-01 9.548132716049382296e+00
5.031249999999987121e-01 9.548132716049382296e+00
5.124999999999986233e-01 9.548132716049382296e+00
5.249999999999985789e-01 9.548132716049382296e+00
5.343749999999984901e-01 9.548132716049382296e+00
5.468749999999984457e-01 9.548132716049382296e+00
5.593749999999984013e-01 9.548132716049382296e+00
5.687499999999983125e-01 9.548132716049382296e+00
5.812499999999982681e-01 9.548132716049382296e+00
5.937499999999981126e-01 9.548132716049382296e+00
6.031249999999981348e-01 9.548132716049382296e+00
6.156249999999979794e-01 9.548132716049382296e+00
6.281249999999979350e-01 9.548132716049382296e+00
6.374999999999978462e-01 9.548132716049382296e+00
6.499999999999978018e-01 9.548132716049382296e+00
6.593749999999977129e-01 9.548132716049382296e+00
6.718749999999976685e-01 9.548132716049382296e+00
6.843749999999976241e-01 9.548132716049382296e+00
6.937499999999975353e-01 9.548132716049382296e+00
7.062499999999974909e-01 9.548132716049382296e+00
7.187499999999973355e-01 9.548132716049382296e+00
7.281249999999973577e-01 9.548132716049382296e+00
7.406249999999972022e-01 9.548132716049382296e+00
7.531249999999971578e-01 9.548132716049382296e+00
7.624999999999970690e-01 9.548132716049382296e+00
7.749999999999970246e-01 9.548132716049382296e+00
7.843749999999969358e-01 9.548132716049382296e+00
7.968749999999968914e-01 9.548132716049382296e+00
8.093749999999968470e-01 9.548132716049382296e+00
8.187499999999967581e-01 9.548132716049382296e+00
8.312499999999967137e-01 9.548132716049382296e+00
8.437499999999966693e-01 9.548132716049382296e+00
8.531249999999965805e-01 9.548132716049382296e+00
8.656249999999965361e-01 9.548132716049382296e+00
8.781249999999963807e-01 9.548132716049382296e+00
8.874999999999964029e-01 9.548132716049382296e+00
8.999999999999962474e-01 9.548132716049382296e+00
9.093749999999962697e-01 9.548132716049382296e+00
9.218749999999961142e-01 9.548132716049382296e+00
9.343749999999960698e-01 9.548132716049382296e+00
9.437499999999959810e-01 9.548132716049382296e+00
9.562499999999959366e-01 9.548132716049382296e+00
9.687499999999958922e-01 9.548132716049382296e+00
9.781249999999959144e-01 9.548132716049382296e+00
9.906249999999963141e-01 9.548132716049382296e+00
