   3.8044583e+02  -1.4286144e+03
   3.8045833e+02  -1.4288525e+03
   3.8046667e+02  -1.4290238e+03
   3.8047917e+02  -1.4292876e+03
   3.8049167e+02  -1.4295494e+03
   3.8050417e+02  -1.4297909e+03
   3.8051250e+02  -1.4299205e+03
   3.8052500e+02  -1.4300287e+03
   3.8053750e+02  -1.4300065e+03
   3.8054583e+02  -1.4299227e+03
   3.8055833e+02  -1.4297265e+03
   3.8057083e+02  -1.4294797e+03
   3.8058333e+02  -1.4292359e+03
   3.8059167e+02  -1.4291132e+03
   3.8060417e+02  -1.4290316e+03
   3.8061667e+02  -1.4290952e+03
   3.8062917e+02  -1.4293068e+03
   3.8063750e+02  -1.4295115e+03
   3.8065000e+02  -1.4298604e+03
   3.8066250e+02  -1.4301918e+03
   3.8067083e+02  -1.4303659e+03
   3.8068333e+02  -1.4305161e+03
   3.8069583e+02  -1.4305192e+03
   3.8070833e+02  -1.4303967e+03
   3.8071667e+02  -1.4302692e+03
   3.8072917e+02  -1.4300412e+03
   3.8074167e+02  -1.4297895e+03
   3.8075417e+02  -1.4295398e+03
   3.8076250e+02  -1.4293901e+03
   3.8077500e+02  -1.4292045e+03
   3.8078750e+02  -1.4290667e+03
   3.8079583e+02  -1.4290049e+03
   3.8080833e+02  -1.4289697e+03
   3.8082083e+02  -1.4290274e+03
   3.8083333e+02  -1.4292028e+03
   3.8084167e+02  -1.4293798e+03
   3.8085417e+02  -1.4296874e+03
   3.8086667e+02  -1.4299610e+03
   3.8087917e+02  -1.4300841e+03
   3.8088750e+02  -1.4300313e+03
   3.8090000e+02  -1.4297184e+03
   3.8091250e+02  -1.4291628e+03
   3.8092083e+02  -1.4287150e+03
   3.8093333e+02  -1.4280379e+03
   3.8094583e+02  -1.4274472e+03
   3.8095833e+02  -1.4270027e+03
   3.8096667e+02  -1.4267948e+03
   3.8097917e+02  -1.4266018e+03
   3.8099167e+02  -1.4265195e+03
   3.8101250e+02  -1.4265552e+03
   3.8102500e+02  -1.4267295e+03
   3.8103750e+02  -1.4270567e+03
   3.8104583e+02  -1.4273522e+03
   3.8105833e+02  -1.4278842e+03
   3.8107083e+02  -1.4284682e+03
   3.8108333e+02  -1.4290309e+03
   3.8109167e+02  -1.4293683e+03
   3.8110417e+02  -1.4297854e+03
   3.8111667e+02  -1.4300584e+03
   3.8112500e+02  -1.4301516e+03
   3.8113750e+02  -1.4301930e+03
   3.8115000e+02  -1.4301976e+03
   3.8116250e+02  -1.4302530e+03
   3.8117083e+02  -1.4303545e+03
   3.8118333e+02  -1.4306317e+03
   3.8119583e+02  -1.4310427e+03
   3.8120833e+02  -1.4315273e+03
   3.8121667e+02  -1.4318614e+03
   3.8122917e+02  -1.4323413e+03
   3.8124167e+02  -1.4328190e+03
   3.8125000e+02  -1.4331274e+03
   3.8126250e+02  -1.4335466e+03
   3.8127500e+02  -1.4339001e+03
   3.8128750e+02  -1.4341692e+03
   3.8129583e+02  -1.4343011e+03
   3.8130833e+02  -1.4344514e+03
   3.8132083e+02  -1.4345730e+03
   3.8133333e+02  -1.4346614e+03
   3.8134167e+02  -1.4346968e+03
   3.8135417e+02  -1.4347110e+03
   3.8136667e+02  -1.4346809e+03
   3.8137917e+02  -1.4346362e+03
   3.8138750e+02  -1.4346237e+03
   3.8140000e+02  -1.4346552e+03
   3.8141250e+02  -1.4347450e+03
   3.8142083e+02  -1.4348215e+03
   3.8143333e+02  -1.4349340e+03
   3.8144583e+02  -1.4350289e+03
   3.8145833e+02  -1.4351034e+03
