   3.5975417e+02  -1.4686383e+03
   3.5977500e+02  -1.4693190e+03
   3.5979583e+02  -1.4698634e+03
   3.5982083e+02  -1.4701512e+03
   3.5984167e+02  -1.4698789e+03
   3.5986667e+02  -1.4691963e+03
   3.5988750e+02  -1.4688625e+03
   3.5991250e+02  -1.4690889e+03
   3.5993333e+02  -1.4696738e+03
   3.5995833e+02  -1.4705329e+03
   3.5997917e+02  -1.4713491e+03
   3.6001250e+02  -1.4722086e+03
   3.6003750e+02  -1.4709252e+03
   3.6005833e+02  -1.4685094e+03
   3.6008333e+02  -1.4651901e+03
   3.6010417e+02  -1.4628989e+03
   3.6012500e+02  -1.4611487e+03
   3.6015000e+02  -1.4591023e+03
   3.6017083e+02  -1.4569258e+03
   3.6019583e+02  -1.4540045e+03
   3.6021667e+02  -1.4521047e+03
   3.6024167e+02  -1.4507181e+03
   3.6026250e+02  -1.4494995e+03
   3.6028750e+02  -1.4479524e+03
   3.6030833e+02  -1.4469618e+03
   3.6033333e+02  -1.4466870e+03
   3.6035417e+02  -1.4471167e+03
   3.6037917e+02  -1.4474317e+03
   3.6040000e+02  -1.4467497e+03
   3.6042083e+02  -1.4455877e+03
   3.6044583e+02  -1.4448719e+03
   3.6046667e+02  -1.4451869e+03
   3.6049167e+02  -1.4458246e+03
   3.6051250e+02  -1.4460459e+03
   3.6053750e+02  -1.4460295e+03
   3.6055833e+02  -1.4460508e+03
   3.6058333e+02  -1.4462858e+03
   3.6060417e+02  -1.4463426e+03
   3.6062917e+02  -1.4460383e+03
   3.6065000e+02  -1.4458476e+03
   3.6067083e+02  -1.4460513e+03
   3.6069583e+02  -1.4465493e+03
   3.6071667e+02  -1.4467667e+03
   3.6074167e+02  -1.4467248e+03
   3.6076250e+02  -1.4466017e+03
   3.6078750e+02  -1.4465080e+03
   3.6080833e+02  -1.4463759e+03
   3.6083333e+02  -1.4460363e+03
   3.6085417e+02  -1.4457412e+03
   3.6087917e+02  -1.4459192e+03
   3.6090000e+02  -1.4466017e+03
   3.6092083e+02  -1.4473782e+03
   3.6094583e+02  -1.4477360e+03
   3.6096667e+02  -1.4475176e+03
   3.6099167e+02  -1.4472837e+03
   3.6102500e+02  -1.4470903e+03
   3.6104583e+02  -1.4462463e+03
   3.6107083e+02  -1.4447635e+03
   3.6109167e+02  -1.4439658e+03
   3.6111667e+02  -1.4441691e+03
   3.6113750e+02  -1.4446324e+03
   3.6116250e+02  -1.4441362e+03
   3.6118333e+02  -1.4426123e+03
   3.6120833e+02  -1.4406287e+03
   3.6122917e+02  -1.4397222e+03
   3.6125000e+02  -1.4392120e+03
   3.6127500e+02  -1.4384133e+03
   3.6129583e+02  -1.4375425e+03
   3.6132083e+02  -1.4369026e+03
   3.6134167e+02  -1.4369838e+03
   3.6136667e+02  -1.4372006e+03
   3.6138750e+02  -1.4368319e+03
   3.6141250e+02  -1.4356746e+03
   3.6143333e+02  -1.4348373e+03
   3.6145833e+02  -1.4347863e+03
   3.6147917e+02  -1.4353144e+03
   3.6150417e+02  -1.4356577e+03
   3.6152500e+02  -1.4354190e+03
   3.6154583e+02  -1.4349798e+03
   3.6157083e+02  -1.4347079e+03
   3.6159167e+02  -1.4346723e+03
   3.6161667e+02  -1.4345231e+03
   3.6163750e+02  -1.4343537e+03
   3.6166250e+02  -1.4344553e+03
   3.6168333e+02  -1.4348014e+03
   3.6170833e+02  -1.4350726e+03
   3.6172917e+02  -1.4350294e+03
   3.6175417e+02  -1.4349439e+03
   3.6177500e+02  -1.4351806e+03
   3.6179583e+02  -1.4355305e+03
   3.6182083e+02  -1.4355066e+03
   3.6184167e+02  -1.4351839e+03
   3.6186667e+02  -1.4351763e+03
   3.6188750e+02  -1.4357178e+03
   3.6191250e+02  -1.4363510e+03
   3.6193333e+02  -1.4363948e+03
   3.6195833e+02  -1.4359503e+03
   3.6197917e+02  -1.4357414e+03
   3.6201250e+02  -1.4363129e+03
   3.6203750e+02  -1.4360569e+03
   3.6205833e+02  -1.4347211e+03
   3.6208333e+02  -1.4326501e+03
   3.6210417e+02  -1.4315071e+03
   3.6212500e+02  -1.4309576e+03
   3.6215000e+02  -1.4302421e+03
   3.6217083e+02  -1.4289736e+03
   3.6219583e+02  -1.4269486e+03
   3.6221667e+02  -1.4257706e+03
   3.6224167e+02  -1.4253407e+03
   3.6226250e+02  -1.4249768e+03
   3.6228750e+02  -1.4241219e+03
   3.6230833e+02  -1.4234220e+03
   3.6233333e+02  -1.4232775e+03
   3.6235417e+02  -1.4236245e+03
   3.6237917e+02  -1.4239366e+03
   3.6240000e+02  -1.4236271e+03
   3.6242083e+02  -1.4229030e+03
   3.6244583e+02  -1.4221245e+03
   3.6246667e+02  -1.4218209e+03
   3.6249167e+02  -1.4219033e+03
   3.6251250e+02  -1.4222824e+03
   3.6253750e+02  -1.4230802e+03
   3.6255833e+02  -1.4237353e+03
   3.6258333e+02  -1.4240809e+03
   3.6260417e+02  -1.4238775e+03
   3.6262917e+02  -1.4233121e+03
   3.6265000e+02  -1.4229979e+03
   3.6267083e+02  -1.4230123e+03
   3.6269583e+02  -1.4232914e+03
   3.6271667e+02  -1.4235644e+03
   3.6274167e+02  -1.4239776e+03
   3.6276250e+02  -1.4245403e+03
   3.6278750e+02  -1.4251094e+03
   3.6280833e+02  -1.4249196e+03
   3.6283333e+02  -1.4237676e+03
   3.6285417e+02  -1.4227294e+03
   3.6287917e+02  -1.4224251e+03
   3.6290000e+02  -1.4229354e+03
   3.6292083e+02  -1.4235888e+03
   3.6294583e+02  -1.4239450e+03
   3.6296667e+02  -1.4239232e+03
   3.6299167e+02  -1.4239485e+03
   3.6302500e+02  -1.4239136e+03
   3.6304583e+02  -1.4234941e+03
   3.6307083e+02  -1.4228851e+03
   3.6309167e+02  -1.4228333e+03
   3.6311667e+02  -1.4235358e+03
   3.6313750e+02  -1.4242805e+03
   3.6316250e+02  -1.4245120e+03
   3.6318333e+02  -1.4240347e+03
   3.6320833e+02  -1.4232278e+03
   3.6322917e+02  -1.4227629e+03
   3.6325000e+02  -1.4225574e+03
   3.6327500e+02  -1.4224957e+03
   3.6329583e+02  -1.4226439e+03
   3.6332083e+02  -1.4231784e+03
   3.6334167e+02  -1.4236637e+03
   3.6336667e+02  -1.4235874e+03
   3.6338750e+02  -1.4227192e+03
   3.6341250e+02  -1.4213204e+03
   3.6343333e+02  -1.4203988e+03
   3.6345833e+02  -1.4198637e+03
   3.6347917e+02  -1.4197651e+03
   3.6350417e+02  -1.4199587e+03
   3.6352500e+02  -1.4204417e+03
   3.6354583e+02  -1.4210255e+03
   3.6357083e+02  -1.4213698e+03
   3.6359167e+02  -1.4210606e+03
   3.6361667e+02  -1.4201462e+03
   3.6363750e+02  -1.4194735e+03
   3.6366250e+02  -1.4193363e+03
   3.6368333e+02  -1.4197580e+03
   3.6370833e+02  -1.4203475e+03
   3.6372917e+02  -1.4206666e+03
   3.6375417e+02  -1.4209107e+03
   3.6377500e+02  -1.4211479e+03
   3.6379583e+02  -1.4213703e+03
   3.6382083e+02  -1.4212437e+03
   3.6384167e+02  -1.4207885e+03
   3.6386667e+02  -1.4204356e+03
   3.6388750e+02  -1.4207741e+03
   3.6391250e+02  -1.4216365e+03
   3.6393333e+02  -1.4221895e+03
   3.6395833e+02  -1.4223209e+03
   3.6397917e+02  -1.4220158e+03
   3.6401250e+02  -1.4213423e+03
   3.6403750e+02  -1.4209725e+03
   3.6405833e+02  -1.4208914e+03
   3.6408333e+02  -1.4212354e+03
   3.6410417e+02  -1.4219904e+03
   3.6412500e+02  -1.4230062e+03
   3.6415000e+02  -1.4240008e+03
