-0.000163772258707 -7.71667410907e-05 9.43877652542e-06 -7.71667410907e-05 -0.000163772258707 0.000182649811758 -7.71667410907e-05 -0.000163772258707 9.43877652542e-06 -7.71667410907e-05 -0.000163772258707 -7.71667410907e-05 -7.71667410907e-05 9.60442941415e-05 -7.71667410907e-05 -0.000163772258707 9.43877652542e-06 -7.71667410907e-05 9.60442941415e-05 9.43877652542e-06 -7.71667410907e-05 -0.000163772258707 9.43877652542e-06 -0.000250377776323 -0.000250377776323 -0.000163772258707 -0.000250377776323 9.43877652542e-06 -0.000163772258707 -7.71667410907e-05 -7.71667410907e-05 -7.71667410907e-05 -7.71667410907e-05 -0.000250377776323 -0.000250377776323 -7.71667410907e-05 -7.71667410907e-05 -0.000163772258707 -7.71667410907e-05 -0.000250377776323 -7.71667410907e-05 9.43877652542e-06 -0.000163772258707 -7.71667410907e-05 -7.71667410907e-05
-0.000550621015733 -0.000401830120993 -0.000339644743869 -0.000228619085761 -0.00020419894527 -0.000301879507237 -0.000315224603377 -0.00020419894527 -0.000339644743869 -0.000401830120993 -0.000377409980501 -0.000488435638609 -0.000142013568145 -0.000277459366745 -0.000315224603377 -0.000464015498117 -0.000426250261485 -5.54080505291e-05 -0.000277459366745 -0.000166433708637 -0.000142013568145 -0.000377409980501 -0.000426250261485 -0.000179778804778 -0.000266384322394 -0.000290804462886 -0.000352989840009 -0.000253039226253 -0.000464015498117 -0.000228619085761 -0.000228619085761 -0.000401830120993 -0.000315224603377 -0.000526200875242 -0.000526200875242 -0.000488435638609 -0.000315224603377 -0.00020419894527 -0.000401830120993 -0.000352989840009 -0.000315224603377 -0.000512855779101 -0.000377409980501 -0.000661646673841 -0.000488435638609
-0.000481968035599 -0.000634948232557 -0.000676902771407 -0.000597182995925 -0.000666254115183 -0.000736391708616 -0.000832579408281 -0.00109928170326 -0.000417086218559 -0.00115458133825 -0.000877230387047 -0.00095695016253 -0.000708208654033 -0.000632251792641 -0.00109239596113 -0.000939415764172 -0.000825693666148 -0.000559417759292 -0.000632251792641 -0.000639137534775 -0.000794814171649 -0.000704019351815 -0.000652482630916 -0.000821930752056 -0.000970721646797 -0.000382017421842 -0.000773090471073 -0.000701322911899 -0.000766204728939 -0.000770394031157 -0.000683788513541 -0.00080815926779 -0.000572762855433 -0.00107067226055 -0.000724250190089 -0.000783739127298 -0.000572762855433 -0.000579648597566 -0.000721553750173 -0.000773090471073 -0.000572762855433 -0.000974484560888 -0.000963835904663 -0.000994715399162 -0.000870344644914
-0.00129872829871 -0.00132196718249 -0.00126548629079 -0.00120824508447 -0.00151765678689 -0.00139480666189 -0.0014638723351 -0.00122234504919 -0.00116553567704 -0.00195489599809 -0.00166914412154 -0.00172638532787 -0.00128796485995 -0.0013200310572 -0.00165042846647 -0.00171379510031 -0.00137232264669 -0.00100791746883 -0.00157984761005 -0.001324975228 -0.00143675575469 -0.00119835129683 -0.0015943739629 -0.00128301524311 -0.00182287918708 -0.00114035522192 -0.00194079058732 -0.00145623172439 -0.00132960779321 -0.00115940480349 -0.00153024701444 -0.00187936552482 -0.0011041051685 -0.00224106881672 -0.00190572179061 -0.00160201457362 -0.00127731620373 -0.00128226037453 -0.00173057463008 -0.00159436851686 -0.00136392172134 -0.00199879210827 -0.00164472398105 -0.00209992397874 -0.00201062202121
-0.00188518683369 -0.00164205650121 -0.00177471255048 -0.00147379508282 -0.00178256754696 -0.00178096296477 -0.00165734316868 -0.00183034135377 -0.00135652292084 -0.00226972954041 -0.00241097313384 -0.00262528508389 -0.00196406387722 -0.00164066630478 -0.00239753472829 -0.0021832173322 -0.00185142428045 -0.00158977035776 -0.00200043347138 -0.00173082188634 -0.00241732230357 -0.00189971863258 -0.0019242583138 -0.00170069335 -0.00243475403606 -0.00151165362886 -0.00234620694711 -0.00147864594421 -0.00164754269045 -0.00152533180371 -0.00222463529865 -0.00256191845006 -0.00139901947813 -0.00308144888988 -0.00240763200961 -0.00218956105589 -0.00186981230285 -0.00178675684918 -0.00202205450608 -0.002010859921 -0.00193199767997 -0.00282088137887 -0.00213362218263 -0.00298010263365 -0.00282937561362
-0.00239288729039 -0.00265133995724 -0.00231356341874 -0.0021841011069 -0.00257902009628 -0.00214484036973 -0.00266231624614 -0.00278653416756 -0.00227310718823 -0.00336184470788 -0.00294362876781 -0.00344393329061 -0.00253612890734 -0.00195749761329 -0.00328040165725 -0.00286669874165 -0.00262846131039 -0.00148792519821 -0.00221582130384 -0.00236865411401 -0.00268837111058 -0.00231671604323 -0.00250754731068 -0.00217380987981 -0.00322052072664 -0.00203807365105 -0.00324354676027 -0.00201437313664 -0.00239546265395 -0.00204789499368 -0.00289643809238 -0.00357164516908 -0.00178398789406 -0.00429110578509 -0.00346086284541 -0.00304446476208 -0.0022086368777 -0.00232221158894 -0.00292419000064 -0.00282954643285 -0.00259970992693 -0.00358437733739 -0.00274448240888 -0.00413173059486 -0.00350387093685
-0.00267082603318 -0.00268319181798 -0.00261386909776 -0.00226109469527 -0.00289108052661 -0.002752537406 -0.00295088967775 -0.00304008189669 -0.00206518719679 -0.00397280534465 -0.0036725136696 -0.00394514190849 -0.00268707232241 -0.00227159757869 -0.00348129918664 -0.00344406455231 -0.00292658081146 -0.00193443040363 -0.00263029282508 -0.00282663691593 -0.00305620337488 -0.00261613277736 -0.00257994435523 -0.00234031080104 -0.00335169735244 -0.00224284808957 -0.00336823073998 -0.00213922488686 -0.00249946418676 -0.0023365056278 -0.00320560175141 -0.00386363185888 -0.00214701236031 -0.00464004286165 -0.00387069232249 -0.00322528385302 -0.00297155626061 -0.00262007874514 -0.00313892294203 -0.00307096600214 -0.002646119897 -0.00413259049309 -0.00335630953446 -0.0047854232148 -0.00424799550145
-0.00321681651468 -0.00322569552161 -0.00317591971496 -0.00257619496976 -0.00337496589262 -0.00310227671281 -0.00341791066937 -0.00356855889378 -0.00243552746947 -0.00484452112086 -0.00436908607655 -0.00473805242065 -0.00348829839383 -0.00284355291009 -0.00440499933837 -0.0042050527112 -0.00357366720448 -0.00190861255506 -0.00310110692955 -0.00263584929303 -0.0036667401196 -0.00309093958765 -0.00323816624292 -0.00280628556125 -0.00431194130745 -0.00230327680297 -0.00449702381424 -0.00222887221402 -0.00309377353384 -0.00289015884956 -0.00386061818338 -0.00433310367297 -0.00266749144322 -0.00592985643187 -0.00468459536953 -0.00378814500912 -0.00325953886476 -0.0031803784293 -0.00372613526693 -0.0036773401318 -0.00337228779801 -0.00487264616531 -0.00379561988773 -0.00568782184544 -0.00512872148176
-0.00326243209878 -0.00335541301152 -0.00314646144388 -0.00280244648283 -0.0037224101987 -0.00318018906195 -0.00383985136294 -0.00368820478478 -0.0027880484871 -0.00486420075057 -0.00443621851307 -0.00478775300848 -0.0032841532515 -0.00290781204055 -0.00463521635486 -0.00423183208534 -0.00377847822375 -0.00232310214817 -0.00317934912224 -0.00319170215896 -0.00393191290521 -0.00325865418132 -0.00353757840126 -0.00270784192338 -0.00474160891355 -0.0026930885146 -0.00444147615482 -0.00263966377272 -0.00334729455789 -0.00294127651259 -0.00415772872772 -0.00467019861348 -0.00286800010792 -0.00624974290418 -0.00500918578423 -0.00384587424707 -0.00311989700111 -0.00332287397067 -0.00397456041472 -0.00367970748124 -0.00346067069304 -0.00540402848756 -0.00385124143565 -0.00598934924409 -0.0055012927806
-0.00372821305383 -0.00396818719242 -0.00373154813893 -0.00331132397245 -0.00414509673846 -0.00375576558727 -0.00431602855872 -0.00438035277112 -0.00321438025908 -0.0058309920128 -0.0051772657708 -0.00560288919004 -0.00417683708553 -0.00347358514254 -0.00532015223092 -0.00511711566087 -0.00435856630893 -0.00288053474641 -0.00401497903804 -0.00359082130339 -0.00464194807916 -0.00415852798308 -0.00435880399647 -0.00358981711219 -0.00530993978349 -0.00349261820151 -0.00535425195159 -0.00328104658819 -0.00404896341515 -0.00332440260885 -0.00480409065933 -0.00560508710192 -0.00309857690213 -0.007345486228 -0.00584849012789 -0.00492659179472 -0.00388568510201 -0.00377161214318 -0.00458596476133 -0.00446085696818 -0.00413037090414 -0.00621860463069 -0.00475723456298 -0.00724512123381 -0.00620183781285
